PM25,date,alt,atm,PM1,temp,PM10,humid
49,2017-07-10T01:30:03.250Z,153.47,994.93,21,25.92,60,100
44,2017-07-10T01:45:03.226Z,153.16,994.96,18,25.97,54,100
34,2017-07-10T02:00:03.840Z,152.05,995.13,15,25.56,41,100
34,2017-07-10T02:15:03.638Z,153.16,995,15,25.84,41,100
9,2017-07-10T02:30:03.432Z,152.28,995.09,1,26.27,9,100
11,2017-07-10T02:45:03.336Z,150.94,995.25,5,25.59,13,100
11,2017-07-10T03:00:02.930Z,152.65,995.08,5,25.51,13,100
16,2017-07-10T03:15:03.851Z,151.64,995.17,6,26.51,18,96.57
13,2017-07-10T03:30:03.650Z,152,995.12,5,25.84,14,99.88
13,2017-07-10T03:45:03.691Z,152.21,995.09,5,25.77,14,99.79
13,2017-07-10T04:00:03.669Z,153.05,995.01,5,26.65,14,95.52
5,2017-07-10T04:15:03.674Z,155.28,994.74,1,26.25,5,97.7
5,2017-07-10T04:30:13.589Z,152.02,995.16,1,25.94,5,98.26
5,2017-07-10T04:45:13.900Z,150.74,995.26,1,26.74,5,92.31
5,2017-07-10T05:00:03.689Z,149.2,995.47,1,26.14,5,94.28
5,2017-07-10T05:15:03.664Z,149.83,995.39,1,25.81,5,93.64
5,2017-07-10T05:30:03.252Z,150.1,995.35,1,25.67,5,94.82
17,2017-07-10T05:45:03.154Z,149.22,995.46,7,26.96,20,90.2
17,2017-07-10T06:00:03.620Z,151.42,995.18,7,26.01,20,94.53
17,2017-07-10T06:15:03.472Z,151.57,995.16,7,25.79,20,97.75
26,2017-07-10T06:30:03.068Z,150.89,995.24,11,25.96,27,98.64
26,2017-07-10T06:45:03.061Z,151.37,995.2,11,26.99,30,92.43
26,2017-07-10T07:00:03.574Z,151.19,995.22,11,27.32,30,88.21
26,2017-07-10T07:15:03.369Z,151.83,995.15,11,27.76,30,85.14
11,2017-07-10T07:30:13.206Z,151.96,995.12,4,28.19,14,83.8
11,2017-07-10T07:45:03.373Z,149.77,995.37,4,27.57,14,83.89
11,2017-07-10T08:00:13.209Z,147.96,995.6,4,26.56,14,90.52
12,2017-07-10T08:15:03.294Z,147.58,995.64,5,27.95,13,85.25
12,2017-07-10T08:30:03.081Z,147.29,995.68,5,26.02,13,90
12,2017-07-10T08:45:03.186Z,147.87,995.62,5,27.85,13,84.89
6,2017-07-10T09:00:03.790Z,148.19,995.57,1,28.37,7,83.06
6,2017-07-10T09:15:03.805Z,148.88,995.51,1,27.49,7,84.66
13,2017-07-10T09:30:03.382Z,148.61,995.5,3,25.28,14,95.59
13,2017-07-10T09:45:03.269Z,150.78,995.27,3,26.92,14,88.19
16,2017-07-10T10:00:03.789Z,151.73,995.17,7,26.34,18,91.81
13,2017-07-10T10:15:03.750Z,150.85,995.25,5,27.64,17,86.37
13,2017-07-10T10:30:03.481Z,152.04,995.12,5,27.43,17,85.44
18,2017-07-10T10:45:03.582Z,150.27,995.33,6,28.21,22,84.38
10,2017-07-10T11:00:03.070Z,147.81,995.64,3,27.36,11,84.74
10,2017-07-10T11:15:02.890Z,147.11,995.67,3,26.88,11,84.9
1,2017-07-10T11:30:03.587Z,145.43,995.91,0,27.7,2,84.31
3,2017-07-10T11:45:03.594Z,143.11,996.18,1,28.4,3,80.79
3,2017-07-10T12:00:03.190Z,142.14,996.28,1,28.56,3,79.24
3,2017-07-10T12:15:02.978Z,139.76,996.58,0,28.56,3,78.25
1,2017-07-10T12:30:03.698Z,138.87,996.7,0,28.36,1,77.94
1,2017-07-10T12:45:03.516Z,139.25,996.65,0,27.71,1,80.31
0,2017-07-10T13:00:03.200Z,138.11,996.77,0,27.91,0,80.02
1,2017-07-10T13:15:03.195Z,136.19,997.01,0,27.14,1,81.6
1,2017-07-10T13:30:14.047Z,135.52,997.12,0,27.62,1,82.15
3,2017-07-10T13:45:02.899Z,134.24,997.23,0,27.82,4,82.76
1,2017-07-10T14:00:13.749Z,135.77,997.06,0,28.03,1,80.54
1,2017-07-10T14:15:03.613Z,136.81,996.95,0,26.97,1,82.96
4,2017-07-10T14:30:03.307Z,138.31,996.75,0,25.01,6,92.83
2,2017-07-10T14:45:03.212Z,140.21,996.54,0,24.23,2,100
2,2017-07-10T15:00:04.059Z,138.9,996.67,0,24.16,2,100
6,2017-07-10T15:15:13.071Z,138.02,996.78,1,23.88,7,100
4,2017-07-10T15:30:03.829Z,138.65,996.73,0,23.85,5,100
4,2017-07-10T15:45:03.522Z,138.37,996.75,0,23.87,5,100
11,2017-07-10T16:00:03.016Z,138.3,996.75,5,23.68,16,100
7,2017-07-10T16:15:14.078Z,140.85,996.43,3,23.72,8,100
7,2017-07-10T16:30:03.941Z,140.17,996.55,3,23.64,8,100
9,2017-07-10T16:45:03.840Z,140.38,996.5,2,23.75,12,100
9,2017-07-10T17:00:03.436Z,140.21,996.55,4,24.97,10,99.03
9,2017-07-10T17:15:03.335Z,139.08,996.64,4,26.31,10,90.47
2,2017-07-10T17:30:13.266Z,138.61,996.72,0,26.58,2,88.75
5,2017-07-10T17:45:03.132Z,138,996.79,1,26.75,7,87.32
5,2017-07-10T18:00:03.663Z,134.93,997.15,1,25.75,7,89.27
11,2017-07-10T18:15:03.555Z,132.62,997.42,5,26.23,12,88
14,2017-07-10T18:30:03.145Z,131.46,997.56,4,27.8,15,81.16
14,2017-07-10T18:45:03.046Z,129.62,997.78,4,28.17,15,78.17
14,2017-07-10T19:00:04.590Z,127.66,998,4,28.2,15,77.03
6,2017-07-10T19:15:03.558Z,125.3,998.27,2,28.02,6,77.2
6,2017-07-10T19:30:13.396Z,123.38,998.54,2,27.82,6,79.5
6,2017-07-10T19:45:03.508Z,121.57,998.73,2,27.82,6,78.76
11,2017-07-10T20:00:13.326Z,120.25,998.89,5,27.78,13,79.04
11,2017-07-10T20:15:03.369Z,118.55,999.11,5,28.01,13,78.31
11,2017-07-10T20:30:03.195Z,116.76,999.3,5,26.28,13,83.91
29,2017-07-10T20:45:13.310Z,115.23,999.49,12,27.8,34,79.21
29,2017-07-10T21:00:04.143Z,112.54,999.79,12,27.12,34,79.1
29,2017-07-10T21:15:03.072Z,110.08,1000.13,12,26.45,34,84.08
19,2017-07-10T21:30:03.792Z,109.15,1000.22,10,26.67,23,82.55
19,2017-07-10T21:45:03.816Z,107.19,1000.43,10,27.78,23,79.14
4,2017-07-10T22:00:13.629Z,104.77,1000.72,1,26.96,5,83.62
10,2017-07-10T22:15:03.987Z,102.74,1001.01,4,24.58,13,90.85
10,2017-07-10T22:30:03.813Z,101.35,1001.14,4,24.78,13,93.28
10,2017-07-10T22:45:03.800Z,98.55,1001.5,4,26.12,13,86.04
24,2017-07-10T23:00:03.495Z,97.45,1001.59,9,24.84,28,91.18
24,2017-07-10T23:15:03.499Z,94.82,1001.9,9,24.47,28,95.19
24,2017-07-10T23:30:03.141Z,94.08,1002.01,9,24.49,28,96.18
46,2017-07-10T23:45:03.090Z,93.81,1002.03,20,24.59,51,96.75
46,2017-07-11T00:00:03.716Z,93.07,1002.12,20,24.64,51,96.48
46,2017-07-11T00:15:03.613Z,93.68,1002.03,20,25.1,51,93.96
63,2017-07-11T00:30:03.305Z,94.27,1001.96,26,25.98,78,89.91
63,2017-07-11T00:45:13.452Z,93.67,1002.03,26,27,78,84.11
63,2017-07-11T01:00:03.105Z,94.57,1001.94,26,27.45,78,82.04
36,2017-07-11T01:15:03.006Z,94.76,1001.95,16,28.69,40,78.12
36,2017-07-11T01:30:03.825Z,93.12,1002.13,16,28.11,40,78.39
36,2017-07-11T01:45:03.852Z,91.99,1002.28,16,27.77,40,80.05
26,2017-07-11T02:00:03.541Z,91.11,1002.38,9,29.45,37,74.45
26,2017-07-11T02:15:03.347Z,90.88,1002.38,9,29.18,37,75
26,2017-07-11T02:30:02.910Z,91.34,1002.34,9,29.61,37,71.37
32,2017-07-11T02:45:03.836Z,91.21,1002.32,13,29.21,37,72.35
32,2017-07-11T03:00:03.530Z,91.99,1002.25,13,30.75,37,67
32,2017-07-11T03:15:03.432Z,91.4,1002.32,13,30.66,37,67.26
37,2017-07-11T03:30:03.128Z,91.15,1002.38,15,30.43,43,64.92
37,2017-07-11T03:45:03.127Z,91.45,1002.33,15,30.95,43,62.95
37,2017-07-11T04:00:03.849Z,93.18,1002.08,15,31.23,43,63.39
37,2017-07-11T04:15:04.554Z,92.63,1002.18,15,31.06,43,63.98
44,2017-07-11T04:30:03.108Z,93.44,1002.07,22,32.82,52,58.87
44,2017-07-11T04:45:03.242Z,93.26,1002.1,22,33.18,52,57.1
44,2017-07-11T05:00:03.856Z,93.21,1002.11,22,33,52,57.9
54,2017-07-11T05:15:03.614Z,94.13,1002.03,24,32.6,64,58.26
54,2017-07-11T05:30:03.346Z,94.05,1002,24,32.77,64,58.86
54,2017-07-11T05:45:03.246Z,94.57,1001.97,24,32.69,64,58.86
45,2017-07-11T06:00:03.890Z,94.03,1002.01,21,33.14,50,58.73
45,2017-07-11T06:15:03.763Z,94.59,1001.95,21,32.6,50,60.35
45,2017-07-11T06:30:03.657Z,95.55,1001.85,21,32.41,50,60.14
57,2017-07-11T06:45:03.443Z,94.44,1001.92,26,32.42,62,59.78
57,2017-07-11T07:00:03.057Z,95.54,1001.84,26,32.59,62,58.05
57,2017-07-11T07:15:03.163Z,96.72,1001.68,26,32.62,62,58.53
75,2017-07-11T07:30:03.981Z,96.3,1001.77,33,32.35,89,61.2
75,2017-07-11T07:45:04.080Z,96.49,1001.71,33,31.96,89,63.66
75,2017-07-11T08:00:03.571Z,97.01,1001.66,33,31.2,89,70.99
80,2017-07-11T08:15:03.499Z,95.84,1001.78,33,31.47,100,70.29
80,2017-07-11T08:30:03.168Z,95.22,1001.87,33,31.06,100,72.15
80,2017-07-11T08:45:03.172Z,94.33,1002,33,30.58,100,73.67
88,2017-07-11T09:00:14.040Z,93.96,1002.02,42,30.06,107,75.4
88,2017-07-11T09:15:02.976Z,93.39,1002.07,42,29.85,107,78.09
93,2017-07-11T09:30:03.790Z,92.45,1002.19,44,29.57,114,77.92
93,2017-07-11T09:45:03.791Z,91.43,1002.29,44,29.3,114,80.69
77,2017-07-11T10:00:13.626Z,90.43,1002.41,34,28.77,90,84.53
85,2017-07-11T10:15:03.488Z,88.89,1002.62,38,28.71,104,85.22
85,2017-07-11T10:30:03.305Z,88.72,1002.65,38,28.59,104,85.68
94,2017-07-11T10:45:03.292Z,87.99,1002.74,50,28.52,108,86.06
91,2017-07-11T11:00:03.931Z,86.83,1002.85,38,28.2,115,87.9
91,2017-07-11T11:15:02.884Z,85.86,1002.97,38,27.9,115,90.03
106,2017-07-11T11:30:03.522Z,84.26,1003.17,46,27.93,137,89.98
112,2017-07-11T11:45:03.603Z,83.3,1003.28,55,27.72,142,90.84
112,2017-07-11T12:00:03.096Z,82.35,1003.45,55,28.33,142,86.7
86,2017-07-11T12:15:03.234Z,81.43,1003.5,40,28.51,111,83.62
88,2017-07-11T12:30:04.024Z,78.98,1003.82,42,28.29,109,85.17
88,2017-07-11T12:45:03.014Z,77.99,1003.93,42,28.28,109,85.03
101,2017-07-11T13:00:03.616Z,78.09,1003.88,48,28.88,126,80.54
76,2017-07-11T13:15:03.617Z,76.35,1004.13,31,28.9,95,81.45
76,2017-07-11T13:30:03.413Z,75.97,1004.15,31,28.52,95,83.79
88,2017-07-11T13:45:03.314Z,74.91,1004.29,39,27,116,92.27
124,2017-07-11T14:00:03.934Z,74.58,1004.31,57,28.21,160,89.71
124,2017-07-11T14:15:02.930Z,74.64,1004.33,57,27.11,160,92.13
117,2017-07-11T14:30:03.529Z,74.45,1004.35,56,26.94,148,93.9
115,2017-07-11T14:45:03.429Z,73.55,1004.47,50,26.97,155,93.18
115,2017-07-11T15:00:02.935Z,73.37,1004.47,50,26.77,155,94.52
110,2017-07-11T15:15:02.819Z,73.33,1004.47,52,26.76,142,94.68
115,2017-07-11T15:30:03.638Z,72.9,1004.55,47,26.93,150,93.99
115,2017-07-11T15:45:03.436Z,71.49,1004.71,47,26.8,150,95.5
123,2017-07-11T16:00:02.956Z,71.34,1004.71,55,26.66,170,96.02
110,2017-07-11T16:15:03.884Z,70.65,1004.77,53,27.26,154,94.4
110,2017-07-11T16:30:03.674Z,69.56,1004.9,53,26.48,154,97.91
117,2017-07-11T16:45:03.581Z,69.19,1004.97,50,27.28,152,93.82
103,2017-07-11T17:00:03.063Z,69.5,1004.93,47,26.57,139,97.52
103,2017-07-11T17:15:03.165Z,69.77,1004.9,47,26.3,139,99.27
103,2017-07-11T17:30:03.993Z,69.56,1004.91,47,26.25,139,99.86
95,2017-07-11T17:45:13.205Z,69.92,1004.88,37,26.16,131,99.82
95,2017-07-11T18:00:03.726Z,69.93,1004.87,37,25.99,131,100
95,2017-07-11T18:15:03.689Z,69.17,1004.97,37,26.08,131,99.92
69,2017-07-11T18:30:03.282Z,68.56,1005.01,32,26.17,84,100
69,2017-07-11T18:45:03.387Z,68.28,1005.08,32,25.85,84,100
69,2017-07-11T19:00:03.084Z,67.95,1005.12,32,25.98,84,100
55,2017-07-11T19:15:02.984Z,67.12,1005.21,28,25.83,70,100
55,2017-07-11T19:30:03.497Z,67.08,1005.22,28,27.39,70,96.61
55,2017-07-11T19:45:03.611Z,67.39,1005.18,28,26.73,70,96.83
55,2017-07-11T20:00:03.330Z,67.73,1005.15,28,26.49,70,97.65
55,2017-07-11T20:15:03.399Z,67.92,1005.14,28,27.14,70,96.53
55,2017-07-11T20:30:02.996Z,67.6,1005.16,28,26.42,70,96.9
55,2017-07-11T20:45:03.002Z,67.44,1005.18,28,25.88,70,100
55,2017-07-11T21:00:03.720Z,67.21,1005.19,28,26.24,70,99.44
55,2017-07-11T21:15:03.721Z,67.26,1005.19,28,26.19,70,97.84
56,2017-07-11T21:30:13.559Z,67.43,1005.18,25,26.22,71,98.24
56,2017-07-11T21:45:03.520Z,67.59,1005.16,25,26.66,71,95.99
60,2017-07-11T22:00:03.012Z,67.39,1005.17,28,26.51,72,96.75
46,2017-07-11T22:15:03.038Z,66.23,1005.32,22,26.62,54,95.21
46,2017-07-11T22:30:03.628Z,65.83,1005.37,22,27.31,54,91.27
52,2017-07-11T22:45:13.668Z,65.26,1005.43,22,26.94,63,92.24
60,2017-07-11T23:00:03.328Z,65.58,1005.41,30,27.47,70,89.69
60,2017-07-11T23:15:03.436Z,64.19,1005.56,30,27.72,70,88.33
57,2017-07-11T23:30:03.130Z,63.23,1005.63,29,27.98,63,86.56
47,2017-07-11T23:45:03.027Z,62.93,1005.71,22,28.38,62,83.93
47,2017-07-12T00:00:03.540Z,63.68,1005.63,22,28.72,62,83.15
49,2017-07-12T00:15:03.545Z,63.34,1005.7,22,28.19,55,85.49
52,2017-07-12T00:30:03.249Z,63.06,1005.67,22,29.45,64,80.18
52,2017-07-12T00:45:03.363Z,62.16,1005.8,22,28.6,64,81.33
52,2017-07-12T01:00:02.936Z,62.3,1005.76,22,28.65,64,81.03
55,2017-07-12T01:15:03.860Z,62.02,1005.82,25,29.83,63,76.96
55,2017-07-12T01:30:03.556Z,63.54,1005.66,25,29.9,63,76.46
55,2017-07-12T01:45:03.363Z,63.2,1005.68,25,29.78,63,77.26
53,2017-07-12T02:00:02.839Z,63.77,1005.64,25,30.25,69,74.99
53,2017-07-12T02:15:03.661Z,63.4,1005.67,25,30.47,69,74.49
53,2017-07-12T02:30:03.274Z,63.3,1005.68,25,30.51,69,74.64
56,2017-07-12T02:45:03.258Z,64.25,1005.56,24,30.51,64,72.95
56,2017-07-12T03:00:03.891Z,65.1,1005.46,24,31.23,64,70.58
56,2017-07-12T03:15:03.813Z,66.89,1005.28,24,30.67,64,72.6
58,2017-07-12T03:30:03.671Z,67.2,1005.2,23,31.24,71,68.99
58,2017-07-12T03:45:03.574Z,68.83,1005.01,23,31.52,71,68.91
58,2017-07-12T04:00:03.269Z,69.98,1004.86,23,32.06,71,66.58
76,2017-07-12T04:15:03.267Z,70.32,1004.86,28,32.26,88,65.76
76,2017-07-12T04:30:03.887Z,71.14,1004.75,28,32.39,88,65.44
76,2017-07-12T04:45:03.682Z,71.21,1004.73,28,32.84,88,63.08
64,2017-07-12T05:00:03.387Z,71.95,1004.64,30,32.04,81,65.65
64,2017-07-12T05:15:03.375Z,71.89,1004.67,30,31.88,81,66.08
64,2017-07-12T05:30:03.078Z,74.22,1004.39,30,32.21,81,63.82
67,2017-07-12T05:45:03.081Z,75.13,1004.27,33,32.26,78,64.09
67,2017-07-12T06:00:13.832Z,75.87,1004.18,33,32.57,78,60.62
67,2017-07-12T06:15:03.801Z,76.98,1004.03,33,32.87,78,60.44
68,2017-07-12T06:30:03.489Z,77.76,1003.94,32,31.66,83,64.64
68,2017-07-12T06:45:03.294Z,78.71,1003.83,32,32.13,83,63.77
68,2017-07-12T07:00:03.807Z,80.4,1003.6,32,32,83,65.07
54,2017-07-12T07:15:03.709Z,81.48,1003.49,21,31.48,66,66.6
54,2017-07-12T07:30:03.314Z,82.87,1003.3,21,31.79,66,65.4
54,2017-07-12T07:45:03.335Z,84.18,1003.18,21,31.11,66,67.39
54,2017-07-12T08:00:03.707Z,85.47,1003.02,21,31.22,66,67.19
67,2017-07-12T08:15:13.953Z,84.35,1003.16,28,31.49,80,65.95
67,2017-07-12T08:30:03.514Z,83.72,1003.21,28,30.66,80,68.76
67,2017-07-12T08:45:03.410Z,84.35,1003.19,28,31.1,80,69.31
46,2017-07-12T09:00:13.037Z,84.33,1003.14,15,30.65,57,70.59
46,2017-07-12T09:15:03.272Z,84.27,1003.16,15,30.96,57,68.91
43,2017-07-12T09:30:02.907Z,84.78,1003.11,18,30.12,53,68.87
43,2017-07-12T09:45:03.727Z,84.56,1003.15,18,30.27,53,69.7
35,2017-07-12T10:00:03.236Z,82.77,1003.35,17,29.77,41,69.86
32,2017-07-12T10:15:03.113Z,82.04,1003.41,15,29.58,34,69.62
32,2017-07-12T10:30:03.873Z,81.67,1003.5,15,29.49,34,71.35
32,2017-07-12T10:45:03.936Z,81.84,1003.47,15,29.84,34,65.19
51,2017-07-12T11:00:03.630Z,81.42,1003.51,25,29.7,65,65.02
51,2017-07-12T11:15:03.530Z,81.15,1003.55,25,29.67,65,64.74
51,2017-07-12T11:30:03.062Z,80.76,1003.58,25,29.58,65,69.19
36,2017-07-12T11:45:02.863Z,80.26,1003.65,17,29.31,41,71.47
36,2017-07-12T12:00:03.451Z,78.78,1003.83,17,29.31,41,72.35
36,2017-07-12T12:15:13.387Z,78.26,1003.87,17,28.98,41,72.92
32,2017-07-12T12:30:03.045Z,78.48,1003.85,16,29.11,38,73.33
NA,2017-07-12T12:45:02.919Z,76.91,1004.05,NA,28.17,NA,75.95
NA,2017-07-12T13:00:03.454Z,77.37,1003.99,NA,28.45,NA,75.5
NA,2017-07-12T13:15:03.561Z,78.03,1003.91,NA,29.12,NA,74.47
NA,2017-07-12T13:30:03.358Z,77.87,1003.92,NA,29.09,NA,74.79
NA,2017-07-12T13:45:03.188Z,78.62,1003.83,NA,29,NA,74.84
NA,2017-07-12T14:00:03.790Z,78.59,1003.87,NA,28.84,NA,74.93
NA,2017-07-12T14:15:03.574Z,78.61,1003.84,NA,29.22,NA,75.62
NA,2017-07-12T14:30:03.174Z,79.49,1003.73,NA,27.73,NA,78.5
NA,2017-07-12T14:45:03.062Z,79.46,1003.74,NA,28.37,NA,74.3
NA,2017-07-12T15:00:03.682Z,80.07,1003.67,NA,28.19,NA,75.53
NA,2017-07-12T15:15:03.485Z,80.84,1003.56,NA,26.77,NA,84.35
NA,2017-07-12T15:30:02.995Z,81.55,1003.51,NA,26.01,NA,88.24
NA,2017-07-12T15:45:02.911Z,81.84,1003.46,NA,26.01,NA,89.29
NA,2017-07-12T16:00:03.415Z,81.69,1003.48,NA,25.73,NA,89.93
NA,2017-07-12T16:15:03.500Z,81.43,1003.51,NA,25.22,NA,93.61
NA,2017-07-12T16:30:03.216Z,81.57,1003.49,NA,25.23,NA,94.17
NA,2017-07-12T16:45:02.949Z,82.62,1003.38,NA,25.04,NA,95.17
NA,2017-07-12T17:00:03.701Z,83.54,1003.26,NA,24.93,NA,96.03
NA,2017-07-12T17:15:03.609Z,83.6,1003.27,NA,24.85,NA,96.74
NA,2017-07-12T17:30:03.398Z,83.96,1003.21,NA,24.72,NA,97.35
NA,2017-07-12T17:45:13.436Z,84.8,1003.06,NA,24.62,NA,98.05
NA,2017-07-12T18:00:02.995Z,85.08,1003.07,NA,24.62,NA,97.97
NA,2017-07-12T18:15:02.803Z,84.86,1003.1,NA,24.4,NA,99.21
NA,2017-07-12T18:30:03.424Z,85.61,1003.01,NA,24.43,NA,99.06
NA,2017-07-12T18:45:03.516Z,85.93,1002.97,NA,24.27,NA,99.67
NA,2017-07-12T19:00:03.009Z,85.73,1002.99,NA,24.12,NA,100
NA,2017-07-12T19:15:04.031Z,84.61,1003.08,NA,24.14,NA,100
NA,2017-07-12T19:30:03.832Z,84.51,1003.14,NA,24.29,NA,100
NA,2017-07-12T19:45:03.729Z,82.96,1003.32,NA,24.31,NA,99.44
NA,2017-07-12T20:00:03.444Z,82.73,1003.35,NA,24.25,NA,100
NA,2017-07-12T20:15:03.333Z,81.74,1003.51,NA,24.07,NA,100
NA,2017-07-12T20:30:02.962Z,81.13,1003.54,NA,24.02,NA,100
NA,2017-07-12T20:45:03.946Z,81.19,1003.54,NA,24.17,NA,100
NA,2017-07-12T21:00:03.460Z,80.29,1003.65,NA,24.3,NA,100
NA,2017-07-12T21:15:13.577Z,81.28,1003.53,NA,24.5,NA,99.45
61,2017-07-12T21:30:03.057Z,80.55,1003.6,27,24.29,76,100
61,2017-07-12T21:45:03.137Z,80.43,1003.63,27,24.82,76,98.41
68,2017-07-12T22:00:03.650Z,80.04,1003.67,29,25.54,81,94.31
62,2017-07-12T22:15:03.450Z,79.71,1003.71,30,26.12,79,91.56
62,2017-07-12T22:30:03.142Z,79.03,1003.79,30,28.37,79,80.51
52,2017-07-12T22:45:03.066Z,79.59,1003.72,27,26.5,62,88.67
68,2017-07-12T23:00:03.656Z,79.84,1003.69,28,27.05,86,86.55
68,2017-07-12T23:15:03.558Z,80.08,1003.64,28,28.62,86,79.25
68,2017-07-12T23:30:03.357Z,78.87,1003.82,28,28.54,86,78.24
67,2017-07-12T23:45:03.254Z,79.7,1003.71,33,27.45,79,81.42
67,2017-07-13T00:00:03.972Z,79.64,1003.73,33,27.94,79,78.93
67,2017-07-13T00:15:03.874Z,79.28,1003.76,33,29.1,79,75.83
67,2017-07-13T00:30:03.566Z,79.2,1003.78,27,28.72,81,74.48
67,2017-07-13T00:45:03.466Z,80.12,1003.66,27,29.33,81,72.74
67,2017-07-13T01:00:03.059Z,80.73,1003.58,27,29.74,81,68.77
72,2017-07-13T01:15:03.167Z,81.55,1003.48,32,30.5,79,66.53
72,2017-07-13T01:30:03.808Z,81.68,1003.48,32,31.34,79,63.56
72,2017-07-13T01:45:03.800Z,82.64,1003.38,32,30.74,79,64.73
72,2017-07-13T02:00:03.478Z,83.35,1003.28,33,31.7,85,63.49
72,2017-07-13T02:15:03.378Z,85.06,1003.08,33,31.32,85,60.65
72,2017-07-13T02:30:02.970Z,85.86,1002.98,33,31.74,85,61.87
57,2017-07-13T02:45:03.995Z,86.84,1002.87,28,32.68,75,58.18
57,2017-07-13T03:00:03.599Z,86.99,1002.87,28,32.04,75,59.96
57,2017-07-13T03:15:03.697Z,89.15,1002.59,28,33.8,75,55.99
76,2017-07-13T03:30:03.299Z,89.96,1002.49,39,35.21,86,52.03
76,2017-07-13T03:45:03.123Z,90.36,1002.44,39,33.18,86,56.44
76,2017-07-13T04:00:03.667Z,90.89,1002.38,39,32.87,86,57.03
80,2017-07-13T04:15:03.831Z,92.24,1002.22,41,33.99,88,55.93
80,2017-07-13T04:30:03.604Z,92.84,1002.16,41,34.11,88,55.59
80,2017-07-13T04:45:03.706Z,93.66,1002.05,41,33.18,88,58.24
78,2017-07-13T05:00:03.300Z,94.59,1001.94,31,33.06,88,59.65
78,2017-07-13T05:15:03.127Z,95.74,1001.81,31,32.73,88,59.55
78,2017-07-13T05:30:04.019Z,97.23,1001.64,31,33.16,88,60.12
87,2017-07-13T05:45:02.918Z,98.59,1001.44,44,32.63,106,60.53
87,2017-07-13T06:00:03.722Z,99.19,1001.4,44,33.32,106,58.94
87,2017-07-13T06:15:03.444Z,99.33,1001.39,44,33.18,106,59.09
78,2017-07-13T06:30:03.214Z,101.15,1001.14,38,33.38,91,59.15
78,2017-07-13T06:45:03.318Z,100.88,1001.2,38,32.3,91,61.12
78,2017-07-13T07:00:04.036Z,101.6,1001.08,38,32.69,91,60.19
93,2017-07-13T07:15:13.259Z,101.96,1001.08,36,33.22,108,58.64
93,2017-07-13T07:30:02.811Z,102.66,1000.96,36,32.3,108,61.13
93,2017-07-13T07:45:03.634Z,102.68,1000.96,36,31.83,108,64.52
85,2017-07-13T08:00:03.328Z,102.91,1000.94,44,32.22,101,63.43
85,2017-07-13T08:15:03.328Z,104.4,1000.77,44,31.75,101,65.5
85,2017-07-13T08:30:03.028Z,104.48,1000.74,44,31.64,101,66.42
110,2017-07-13T08:45:02.926Z,105.85,1000.61,59,31.44,127,67.15
110,2017-07-13T09:00:03.544Z,106.3,1000.55,59,31.38,127,66.9
110,2017-07-13T09:15:03.446Z,106.63,1000.51,59,31.32,127,66.96
84,2017-07-13T09:30:03.132Z,106.86,1000.48,34,31.12,97,66.84
84,2017-07-13T09:45:03.040Z,106.57,1000.51,34,31.01,97,67.87
70,2017-07-13T10:00:13.789Z,107.38,1000.43,34,31.12,78,68.49
67,2017-07-13T10:15:03.865Z,105.68,1000.62,31,30.77,76,69.85
66,2017-07-13T10:30:03.446Z,106.97,1000.49,30,30.56,76,70.66
64,2017-07-13T10:45:03.218Z,106.64,1000.51,30,30.34,70,71.55
75,2017-07-13T11:00:03.894Z,106.67,1000.5,33,30.3,83,71.35
75,2017-07-13T11:15:03.695Z,106.85,1000.48,33,30.36,83,68.17
50,2017-07-13T11:30:13.558Z,106.21,1000.55,28,30.26,56,67.22
46,2017-07-13T11:45:03.388Z,105.86,1000.6,23,30.23,48,68.25
46,2017-07-13T12:00:03.104Z,104.43,1000.75,23,30.11,48,69.36
43,2017-07-13T12:15:03.274Z,103.99,1000.84,21,30.09,50,70.48
48,2017-07-13T12:30:02.932Z,103.96,1000.84,32,30.03,52,71.32
48,2017-07-13T12:45:03.723Z,103.55,1000.87,32,29.98,52,71.99
48,2017-07-13T13:00:03.230Z,103.85,1000.84,26,29.77,53,72.85
43,2017-07-13T13:15:03.326Z,104.85,1000.72,20,28.85,47,78.91
43,2017-07-13T13:30:02.909Z,103.49,1000.88,20,29.64,47,74.19
46,2017-07-13T13:45:03.945Z,103.26,1000.91,20,29.64,53,74.68
51,2017-07-13T14:00:03.641Z,101.65,1001.09,21,29.49,57,72.77
51,2017-07-13T14:15:03.634Z,101.81,1001.11,21,29.2,57,72.28
61,2017-07-13T14:30:03.225Z,102.19,1001.02,35,28.86,67,76.45
116,2017-07-13T14:45:03.124Z,102.95,1000.98,51,28.54,132,74.28
116,2017-07-13T15:00:03.544Z,103.98,1000.83,51,28.75,132,72.46
72,2017-07-13T15:15:03.437Z,103.27,1000.91,41,27.52,83,85.81
118,2017-07-13T15:30:03.341Z,102.3,1001.02,54,27.8,139,84.46
118,2017-07-13T15:45:03.150Z,100.51,1001.24,54,28.06,139,82.66
118,2017-07-13T16:00:03.959Z,101.43,1001.16,54,28.63,139,74.8
71,2017-07-13T16:15:03.960Z,100.22,1001.26,31,28.3,86,81.04
71,2017-07-13T16:30:03.570Z,98.6,1001.46,31,28.61,86,75.93
71,2017-07-13T16:45:03.555Z,96.42,1001.72,31,28.39,86,81.76
132,2017-07-13T17:00:03.048Z,95.17,1001.86,60,28.24,150,82.9
